Start,End,Minutos,Rental place,Return place
01/03/2024 13:48,01/03/2024 14:01,"12,23",Cabildo de Gran Canaria,Ayuntamiento
01/03/2024 13:49,01/03/2024 13:56,"7,15",Plazoleta de Farray,Piscina Julio Navarro
01/03/2024 13:50,01/03/2024 14:01,"10,68",Plaza de España (elect.),Castillo de Mata (elect.)
01/03/2024 13:56,01/03/2024 14:00,"4,23",Base Naval,Torre Las Palmas
01/03/2024 13:57,01/03/2024 14:14,"17,63",San Bernardo,Obelisco
01/03/2024 13:59,01/03/2024 14:07,"7,75",Torre Woermann,Torre Las Palmas
01/03/2024 13:59,01/03/2024 14:05,"6,28",IES Mesa y Lopez,Las Canteras - Luis Morote
01/03/2024 14:03,01/03/2024 14:08,"5,58",IES Mesa y Lopez,Base Naval
01/03/2024 14:04,01/03/2024 14:08,"4,72",Plaza OShanahan,Plaza de la feria 
01/03/2024 14:04,01/03/2024 14:13,"9,72",Plaza Manuel Becerra (elect.),Plaza de España (elect.)
01/03/2024 14:05,01/03/2024 14:16,"11,80",Leon y Castillo,Base Naval
01/03/2024 14:05,01/03/2024 14:17,"11,87",Castillo de Mata (elect.),Plaza de España (elect.)
01/03/2024 14:05,01/03/2024 14:19,"13,78",Parque Santa Catalina,Ayuntamiento
01/03/2024 14:06,01/03/2024 14:12,"5,65",Autoridad portuaria,Parque Santa Catalina
01/03/2024 14:07,01/03/2024 14:18,"10,85",C.C. El Muelle,Churruca
01/03/2024 14:08,01/03/2024 14:13,"5,45",Obelisco,Plaza OShanahan
01/03/2024 14:08,01/03/2024 14:31,"22,90",Teatro Perez Galdos,Base Naval
01/03/2024 14:09,01/03/2024 14:17,"7,77",Obelisco,Teatro Perez Galdos
01/03/2024 14:09,01/03/2024 14:28,"19,05",Plaza OShanahan,Plaza del Pilar
01/03/2024 14:11,01/03/2024 14:22,"11,23",Plaza del Pilar,Plazoleta de Farray
01/03/2024 14:11,01/03/2024 14:27,"16,45",Plaza de la feria ,IES Mesa y Lopez
01/03/2024 14:12,01/03/2024 14:19,"7,00",Plaza San Agustin,San Telmo
01/03/2024 14:12,01/03/2024 14:21,"9,25",Plaza del Pilar,Mercado Central
01/03/2024 14:13,01/03/2024 14:20,"7,55",Teatro Perez Galdos,Plaza de la feria 
01/03/2024 14:13,01/03/2024 14:28,"15,67",Plaza Manuel Becerra (elect.),Plaza de España (elect.)
01/03/2024 14:13,01/03/2024 14:23,"10,17",Plaza OShanahan,Base Naval
01/03/2024 14:14,01/03/2024 14:32,"17,90",Obelisco,Plazoleta de Farray
01/03/2024 14:14,01/03/2024 14:22,"7,70",C.C. El Muelle,Mercado Central
01/03/2024 14:15,01/03/2024 14:25,"9,88",Plazoleta de Farray,Piscina Julio Navarro
01/03/2024 14:16,01/03/2024 14:22,"5,65",Paseo de Chil - Av. Escaleritas,Plazoleta de Farray
01/03/2024 14:17,01/03/2024 14:21,"3,92",Plaza de España,IES Mesa y Lopez
01/03/2024 14:20,01/03/2024 14:34,"14,33",San Telmo,Mercado Central
01/03/2024 14:20,01/03/2024 14:29,"9,62",Parque del Estadio Insular,Churruca
01/03/2024 14:22,01/03/2024 14:35,"13,52",Plaza de la feria ,Paseo de Chil - Av. Escaleritas
01/03/2024 14:22,01/03/2024 14:30,"7,55",Oficina de la Sitycleta,Parque del Estadio Insular
01/03/2024 14:23,01/03/2024 14:34,"11,47",Oficina de la Sitycleta,Teatro Perez Galdos
01/03/2024 14:23,01/03/2024 14:39,"16,17",Oficina de la Sitycleta,Cabildo de Gran Canaria
01/03/2024 14:23,01/03/2024 14:28,"4,90",Plaza de la feria ,Plaza OShanahan
01/03/2024 14:23,01/03/2024 14:32,"8,97",Oficina Sitycleta (elect.),Plaza de España (elect.)
01/03/2024 14:23,01/03/2024 14:40,"16,75",Parque Santa Catalina,Plaza de la feria 
01/03/2024 14:24,01/03/2024 14:38,"13,67",Castillo de Mata (elect.),Plaza de España (elect.)
01/03/2024 14:25,01/03/2024 14:32,"7,35",Leon y Castillo,Muelle Deportivo
01/03/2024 14:26,01/03/2024 14:32,"6,12",Torre Woermann,Plazoleta de Farray
01/03/2024 14:26,01/03/2024 14:45,"18,75",Churruca,San Telmo
01/03/2024 14:27,01/03/2024 14:36,"9,15",Plaza San Agustin,Cabildo de Gran Canaria
01/03/2024 14:28,01/03/2024 14:41,"12,45",San Telmo,Oficina de la Sitycleta
01/03/2024 14:29,01/03/2024 14:40,"11,60",Plaza de España (elect.),Castillo de Mata (elect.)
01/03/2024 14:30,01/03/2024 14:42,"11,92",Leon y Castillo,Base Naval
01/03/2024 14:33,01/03/2024 14:43,"10,20",Oficina Sitycleta (elect.),Castillo de Mata (elect.)
01/03/2024 14:33,01/03/2024 14:35,"2,75",Ciudad Deportiva,Hoya de la Plata
01/03/2024 14:35,01/03/2024 14:56,"20,78",Castillo de la Luz,Churruca
01/03/2024 14:35,01/03/2024 14:54,"19,12",Plaza de la feria ,Torre Woermann
01/03/2024 14:36,01/03/2024 14:43,"6,47",Torre Las Palmas,Plaza de España
01/03/2024 14:37,01/03/2024 14:44,"7,13",Base Naval,Plaza OShanahan
01/03/2024 14:39,01/03/2024 14:47,"8,65",Plaza de España (elect.),Oficina Sitycleta (elect.)
01/03/2024 14:40,01/03/2024 14:46,"6,02",Plaza OShanahan,San Telmo
01/03/2024 14:41,01/03/2024 14:59,"18,12",Gabinete Literario,Paseo de Chil - Av. Escaleritas
01/03/2024 14:41,01/03/2024 15:02,"21,10",Cabildo de Gran Canaria,Plaza de España
01/03/2024 14:42,01/03/2024 14:51,"9,42",Oficina Sitycleta (elect.),Plaza de España (elect.)
01/03/2024 14:43,01/03/2024 14:55,"12,15",Aparcamiento Sanapu,Plaza de España
01/03/2024 14:43,01/03/2024 14:55,"12,45",Torre Woermann,Oficina Sagulpa
01/03/2024 14:44,01/03/2024 14:59,"14,93",Castillo de la Luz,Plazoleta de Farray
01/03/2024 14:44,01/03/2024 15:19,"34,60",Plazoleta de Farray,Plazoleta de Farray
01/03/2024 14:45,01/03/2024 15:17,"31,85",IES Mesa y Lopez,San Telmo
01/03/2024 14:45,01/03/2024 15:00,"14,97",Plaza de la feria ,Plazoleta de Farray
01/03/2024 14:47,01/03/2024 14:56,"9,15",Plazoleta de Farray,Plaza del Pilar
01/03/2024 14:47,01/03/2024 15:12,"25,28",Plaza de la feria ,Piscina Julio Navarro
01/03/2024 14:48,01/03/2024 15:15,"26,98",San Cristobal,Paseo de Chil - Av. Escaleritas
01/03/2024 14:50,01/03/2024 14:59,"9,13",Torre Las Palmas,Torre Woermann
01/03/2024 14:51,01/03/2024 15:00,"9,00",Torre Las Palmas,Torre Woermann
01/03/2024 14:51,01/03/2024 15:07,"15,75",Plaza OShanahan,C.C. El Muelle
01/03/2024 14:52,01/03/2024 15:18,"26,95",Las Canteras - Luis Morote,San Telmo
01/03/2024 14:56,01/03/2024 15:04,"8,13",Plaza OShanahan,Teatro Perez Galdos
01/03/2024 14:57,01/03/2024 15:09,"12,63",El Sebadal (elec.),Plaza de España (elect.)
01/03/2024 14:58,01/03/2024 15:02,"4,25",Churruca,Plazoleta de Farray
01/03/2024 15:02,01/03/2024 15:15,"13,07",Obelisco,Torre Las Palmas
01/03/2024 15:06,01/03/2024 15:39,"33,38",Churruca,San Telmo
01/03/2024 15:06,01/03/2024 15:17,"11,03",San Telmo,Paseo de Chil - Av. Escaleritas
01/03/2024 15:07,01/03/2024 15:11,"3,88",Villa de Zarauz,Vega de San Jose
01/03/2024 15:08,01/03/2024 15:12,"4,07",Plazoleta de Farray,Churruca
01/03/2024 15:08,01/03/2024 15:19,"10,95",Mercado Central,Plaza del Pilar
01/03/2024 15:09,01/03/2024 15:28,"18,98",Plaza OShanahan,Plaza del Pilar
01/03/2024 15:11,01/03/2024 15:13,"2,40",Las Canteras - Luis Morote,Parque Santa Catalina
01/03/2024 15:12,01/03/2024 15:22,"10,57",Castillo de Mata (elect.),Parque del Estadio Insular
01/03/2024 15:14,01/03/2024 15:33,"18,22",Plaza San Agustin,Cabildo de Gran Canaria
01/03/2024 15:15,01/03/2024 15:21,"6,22",Torre Woermann,Base Naval
01/03/2024 15:16,01/03/2024 15:24,"8,25",Intermodal El Rincon,Plazoleta de Farray
01/03/2024 15:16,01/03/2024 15:21,"4,23",Plaza OShanahan,Plaza de la feria 
01/03/2024 15:17,01/03/2024 15:27,"9,85",Plazoleta de Farray,Base Naval
01/03/2024 15:19,01/03/2024 15:36,"16,75",Leon y Castillo,C.C. El Muelle
01/03/2024 15:21,01/03/2024 15:26,"4,97",San Telmo,Teatro Perez Galdos
01/03/2024 15:24,01/03/2024 15:40,"16,10",Plaza de la feria ,Base Naval
01/03/2024 15:25,01/03/2024 15:30,"4,75",Villa de Zarauz,Hoya de la Plata
01/03/2024 15:30,01/03/2024 15:38,"7,80",Ayuntamiento,Base Naval
01/03/2024 15:32,01/03/2024 15:39,"6,83",Plaza OShanahan,Torre Las Palmas
01/03/2024 15:33,01/03/2024 15:42,"8,93",Barranquillo Don Zoilo,IES Mesa y Lopez
01/03/2024 15:34,01/03/2024 15:42,"7,98",Teatro Perez Galdos,Cabildo de Gran Canaria
01/03/2024 15:37,01/03/2024 16:11,"34,70",San Cristobal,Churruca
01/03/2024 15:38,01/03/2024 15:48,"9,80",Plaza de la feria ,Parque del Estadio Insular
01/03/2024 15:39,01/03/2024 15:49,"10,13",Ayuntamiento,Plazoleta de Farray
01/03/2024 15:39,01/03/2024 15:45,"5,23",ULPGC - Polivalente I,ULPGC - Ingenieria
01/03/2024 15:40,01/03/2024 16:00,"20,32",Plaza de la feria ,Plazoleta de Farray
01/03/2024 15:41,01/03/2024 15:49,"7,73",Leon y Castillo,Ayuntamiento
01/03/2024 15:42,01/03/2024 15:46,"4,62",Parque del Estadio Insular,Oficina Sitycleta (elect.)
01/03/2024 15:42,01/03/2024 16:05,"23,03",Plaza del Pilar,Teatro Perez Galdos
01/03/2024 15:42,01/03/2024 16:10,"27,20",Castillo de Mata (elect.),Plaza de España (elect.)
01/03/2024 15:43,01/03/2024 16:04,"21,30",Castillo de la Luz,Torre Woermann
01/03/2024 15:43,01/03/2024 15:47,"4,27",Torre Las Palmas,Base Naval
01/03/2024 15:43,01/03/2024 15:49,"6,42",Torre Las Palmas,C.C. El Muelle
01/03/2024 15:44,01/03/2024 16:59,"74,92",Plaza de la feria ,Plaza OShanahan
01/03/2024 15:45,01/03/2024 15:53,"8,30",Oficina Sitycleta (elect.),Plaza de España (elect.)
01/03/2024 15:45,01/03/2024 15:54,"8,72",Churruca,Parque del Estadio Insular
01/03/2024 15:45,01/03/2024 15:52,"6,73",Autoridad portuaria,Parque Santa Catalina
01/03/2024 15:46,01/03/2024 16:05,"19,67",Gabinete Literario,Hoya de la Plata
01/03/2024 15:50,01/03/2024 16:03,"13,85",Piscina Julio Navarro,Parque Santa Catalina
01/03/2024 15:50,01/03/2024 16:03,"12,67",Oficina Sagulpa,Torre Woermann
01/03/2024 15:52,01/03/2024 16:05,"12,78",San Bernardo,Barranquillo Don Zoilo
01/03/2024 15:52,01/03/2024 16:05,"12,70",San Bernardo,Barranquillo Don Zoilo
01/03/2024 15:54,01/03/2024 16:03,"8,70",Base Naval,IES Mesa y Lopez
01/03/2024 15:56,01/03/2024 16:09,"13,10",Oficina Sitycleta (elect.),Plaza de España
01/03/2024 15:56,01/03/2024 16:17,"20,30",Torre Woermann,Ciudad de la Justicia
01/03/2024 15:59,01/03/2024 16:09,"10,10",Base Naval,Plaza OShanahan
01/03/2024 16:02,01/03/2024 16:09,"6,92",Plaza de la feria ,Teatro Perez Galdos
01/03/2024 16:03,01/03/2024 16:35,"31,93",San Telmo,Las Canteras - Luis Morote
01/03/2024 16:03,01/03/2024 16:10,"7,03",Plaza de la feria ,Plaza OShanahan
01/03/2024 16:04,01/03/2024 16:19,"15,38",C.C. El Muelle,Plaza de la feria 
01/03/2024 16:04,01/03/2024 16:14,"9,25",Obelisco,Muelle Deportivo
01/03/2024 16:05,01/03/2024 16:14,"9,67",Oficina Sitycleta (elect.),Plaza de España (elect.)
01/03/2024 16:05,01/03/2024 19:38,"212,85",Plazoleta de Farray,C.C. El Muelle
01/03/2024 16:05,01/03/2024 16:16,"10,98",C.C. El Muelle,Churruca
01/03/2024 16:06,01/03/2024 16:14,"8,20",Plaza de España,Churruca
01/03/2024 16:06,01/03/2024 16:37,"30,47",San Telmo,Las Canteras - Luis Morote
01/03/2024 16:07,01/03/2024 16:15,"7,85",Mercado Central,Churruca
01/03/2024 16:07,01/03/2024 16:19,"12,02",Plaza de España (elect.),El Sebadal (elec.)
01/03/2024 16:08,01/03/2024 16:30,"22,03",San Bernardo,Torre Woermann
01/03/2024 16:09,01/03/2024 16:26,"16,80",Plaza de la feria ,C.C. El Muelle
01/03/2024 16:10,01/03/2024 16:14,"3,92",Plaza del Pilar,IES Mesa y Lopez
01/03/2024 16:10,01/03/2024 16:29,"19,08",Leon y Castillo,Plaza del Pilar
01/03/2024 16:11,01/03/2024 16:17,"5,73",Piscina Julio Navarro,Leon y Castillo
01/03/2024 16:12,01/03/2024 16:16,"3,50",Torre Las Palmas,Base Naval
01/03/2024 16:13,01/03/2024 16:22,"8,42",Torre Las Palmas,Torre Woermann
01/03/2024 16:15,01/03/2024 16:43,"27,85",Plazoleta de Farray,Plazoleta de Farray
01/03/2024 16:20,01/03/2024 16:35,"15,05",Plaza del Pilar,C.C. El Muelle
01/03/2024 16:20,01/03/2024 16:31,"11,22",Parque Santa Catalina,Plaza del Pilar
01/03/2024 16:21,01/03/2024 16:29,"7,73",Paseo de Chil - Av. Escaleritas,Obelisco
01/03/2024 16:21,01/03/2024 16:38,"17,03",Plaza de America,Torre Las Palmas
01/03/2024 16:22,01/03/2024 16:33,"11,23",San Telmo,Plaza OShanahan
01/03/2024 16:22,01/03/2024 16:34,"11,72",Ayuntamiento,Plaza de España
01/03/2024 16:23,01/03/2024 16:29,"5,53",Base Naval,Torre Las Palmas
01/03/2024 16:23,01/03/2024 16:29,"5,70",Plaza del Pilar,Plazoleta de Farray
01/03/2024 16:24,01/03/2024 16:30,"6,03",San Telmo,Leon y Castillo
01/03/2024 16:25,01/03/2024 17:27,"62,57",Base Naval,Base Naval
01/03/2024 16:25,01/03/2024 17:21,"56,13",Base Naval,Base Naval
01/03/2024 16:25,01/03/2024 16:36,"10,52",San Telmo,Leon y Castillo
01/03/2024 16:28,01/03/2024 16:31,"3,47",Cabildo de Gran Canaria,Cabildo de Gran Canaria
01/03/2024 16:29,01/03/2024 16:55,"26,08",Plazoleta de Farray,Plazoleta de Farray
01/03/2024 16:31,01/03/2024 16:36,"4,80",Cabildo de Gran Canaria,Teatro Perez Galdos
01/03/2024 16:32,01/03/2024 16:39,"7,73",Plaza Manuel Becerra,Torre Woermann
01/03/2024 16:32,01/03/2024 16:37,"5,78",Leon y Castillo,Muelle Deportivo
01/03/2024 16:32,01/03/2024 16:39,"7,07",Leon y Castillo,Muelle Deportivo
01/03/2024 16:33,01/03/2024 16:57,"24,87",Gabinete Literario,Plazoleta de Farray
01/03/2024 16:36,01/03/2024 17:21,"44,98",Muelle Deportivo,Muelle Deportivo
01/03/2024 16:36,01/03/2024 17:21,"44,85",Muelle Deportivo,Muelle Deportivo
01/03/2024 16:38,01/03/2024 16:49,"10,68",Canodromo,San Telmo
01/03/2024 16:40,01/03/2024 16:47,"6,98",Churruca,Mercado Central
01/03/2024 16:42,01/03/2024 19:43,"181,17",C.C. El Muelle,Las Canteras - Luis Morote
01/03/2024 16:44,01/03/2024 17:59,"75,08",C.C. El Muelle,Leon y Castillo
01/03/2024 16:46,01/03/2024 16:50,"3,73",Plazoleta de Farray,Churruca
01/03/2024 16:48,01/03/2024 17:06,"18,35",Ciudad de la Justicia,Paseo de Chil - Av. Escaleritas
01/03/2024 16:48,01/03/2024 16:55,"6,95",Mercado Central,Torre Las Palmas
01/03/2024 16:49,01/03/2024 16:55,"5,63",ULPGC - Ingenieria,ULPGC - Polivalente I
01/03/2024 16:52,01/03/2024 17:00,"8,22",Base Naval,Castillo de la Luz
01/03/2024 16:54,01/03/2024 16:55,"1,38",San Telmo,San Telmo
01/03/2024 16:54,01/03/2024 17:02,"8,50",San Telmo,Plaza OShanahan
01/03/2024 16:57,01/03/2024 17:03,"5,88",Leon y Castillo,Torre Las Palmas
01/03/2024 16:57,01/03/2024 17:03,"5,90",San Telmo,Leon y Castillo
01/03/2024 17:01,01/03/2024 17:09,"7,73",Las Canteras - Luis Morote,Parque del Estadio Insular
01/03/2024 17:02,01/03/2024 17:06,"4,80",Churruca,Plazoleta de Farray
01/03/2024 17:02,01/03/2024 17:57,"55,17",Churruca,Plazoleta de Farray
01/03/2024 17:03,01/03/2024 17:25,"21,48",Plaza de la feria ,Parque Santa Catalina
01/03/2024 17:03,01/03/2024 17:17,"13,10",Plaza OShanahan,Parque Santa Catalina
01/03/2024 17:04,01/03/2024 17:24,"20,88",Plaza de la feria ,Parque Santa Catalina
01/03/2024 17:04,01/03/2024 17:19,"14,60",Castillo de la Luz,Ayuntamiento
01/03/2024 17:05,01/03/2024 17:12,"6,77",San Telmo,Obelisco
01/03/2024 17:06,01/03/2024 17:15,"9,12",Plaza de España,Castillo de la Luz
01/03/2024 17:08,01/03/2024 17:11,"3,60",Piscina Julio Navarro,Parque del Estadio Insular
01/03/2024 17:10,01/03/2024 17:26,"16,28",Las Canteras - Luis Morote,Oficina de la Sitycleta
01/03/2024 17:11,01/03/2024 17:18,"7,45",Plaza OShanahan,Plaza de la feria 
01/03/2024 17:12,01/03/2024 17:21,"8,10",Leon y Castillo,Teatro Perez Galdos
01/03/2024 17:13,01/03/2024 17:19,"5,57",Plazoleta de Farray,C.C. El Muelle
01/03/2024 17:14,01/03/2024 18:40,"86,00",Oficina Sitycleta (elect.),Oficina Sitycleta (elect.)
01/03/2024 17:18,01/03/2024 17:24,"6,30",Base Naval,Churruca
01/03/2024 17:18,01/03/2024 17:36,"17,27",Plaza del Pilar,Oficina Sagulpa
01/03/2024 17:19,01/03/2024 17:27,"8,37",Plaza del Pilar,Plaza de España
01/03/2024 17:19,01/03/2024 17:23,"4,08",Plazoleta de Farray,Churruca
01/03/2024 17:20,01/03/2024 18:40,"79,93",Oficina Sitycleta (elect.),Oficina Sitycleta (elect.)
01/03/2024 17:22,01/03/2024 17:27,"5,08",C.C. La Minilla,IES Mesa y Lopez
01/03/2024 17:23,01/03/2024 17:39,"16,65",Torre Woermann,Plaza del Pilar
01/03/2024 17:23,01/03/2024 17:39,"16,60",Torre Woermann,Plaza del Pilar
01/03/2024 17:25,01/03/2024 17:37,"11,57",Castillo de la Luz,Churruca
01/03/2024 17:26,01/03/2024 17:28,"2,78",Las Canteras - Luis Morote,Parque Santa Catalina
01/03/2024 17:27,01/03/2024 17:32,"5,53",Plaza OShanahan,Plaza de la feria 
01/03/2024 17:27,01/03/2024 17:36,"8,75",Barranquillo Don Zoilo,Plaza de España
01/03/2024 17:27,01/03/2024 17:30,"2,73",Teatro Perez Galdos,San Telmo
01/03/2024 17:29,01/03/2024 17:41,"12,40",Plaza de España,Intermodal El Rincon
01/03/2024 17:29,01/03/2024 18:47,"77,40",Torre Woermann,Plazoleta de Farray
01/03/2024 17:30,01/03/2024 17:52,"21,88",Cabildo de Gran Canaria,Torre Las Palmas
01/03/2024 17:30,01/03/2024 17:48,"18,08",Teatro Perez Galdos,Torre Las Palmas
01/03/2024 17:31,01/03/2024 17:41,"9,63",Churruca,Mercado Central
01/03/2024 17:36,01/03/2024 17:48,"11,85",Torre Woermann,Churruca
01/03/2024 17:37,01/03/2024 17:44,"7,08",Leon y Castillo,San Telmo
01/03/2024 17:41,01/03/2024 17:46,"5,03",Leon y Castillo,San Telmo
01/03/2024 17:44,01/03/2024 17:51,"6,95",Muelle Deportivo,Leon y Castillo
01/03/2024 17:44,01/03/2024 17:51,"7,35",Muelle Deportivo,Leon y Castillo
01/03/2024 17:44,01/03/2024 18:03,"18,17",Intermodal El Rincon,Parque Santa Catalina
01/03/2024 17:45,01/03/2024 18:23,"37,92",San Bernardo,Teatro Perez Galdos
01/03/2024 17:46,01/03/2024 17:55,"8,75",Plaza de la feria ,Oficina de la Sitycleta
01/03/2024 17:46,01/03/2024 18:09,"22,80",Castillo de la Luz,Base Naval
01/03/2024 17:47,01/03/2024 17:52,"4,30",C.C. El Muelle,Base Naval
01/03/2024 17:47,01/03/2024 17:53,"5,50",Plazoleta de Farray,IES Mesa y Lopez
01/03/2024 17:48,01/03/2024 17:53,"5,08",C.C. El Muelle,Torre Woermann
01/03/2024 17:49,01/03/2024 17:59,"10,07",Ayuntamiento,C.C. El Muelle
01/03/2024 17:52,01/03/2024 17:56,"4,43",Leon y Castillo,Plaza de la feria 
01/03/2024 17:55,01/03/2024 18:06,"10,53",Plaza de la feria ,Torre Las Palmas
01/03/2024 17:55,01/03/2024 18:10,"14,97",C.C. El Muelle,San Telmo
01/03/2024 17:57,01/03/2024 18:03,"5,95",Obelisco,Obelisco
01/03/2024 17:57,01/03/2024 18:11,"13,15",Las Canteras - Luis Morote,Paseo de Chil - Av. Escaleritas
01/03/2024 17:58,01/03/2024 18:09,"11,43",Aparcamiento Sanapu,Plaza del Pilar
01/03/2024 17:59,01/03/2024 18:12,"12,37",Plaza de España (elect.),Oficina Sitycleta (elect.)
01/03/2024 17:59,01/03/2024 19:31,"91,62",C.C. El Muelle,C.C. El Muelle
01/03/2024 18:01,01/03/2024 19:43,"102,63",Leon y Castillo,Las Canteras - Luis Morote
01/03/2024 18:02,01/03/2024 18:11,"8,68",Plaza del Pilar,Las Canteras - Luis Morote
01/03/2024 18:05,01/03/2024 18:11,"6,62",Torre Las Palmas,Plaza OShanahan
01/03/2024 18:06,01/03/2024 18:27,"21,45",Parque Santa Catalina,Obelisco
01/03/2024 18:06,01/03/2024 18:27,"21,37",Parque Santa Catalina,Obelisco
01/03/2024 18:07,01/03/2024 18:13,"5,93",Plaza OShanahan,Ayuntamiento
01/03/2024 18:07,01/03/2024 18:18,"11,50",Parque Santa Catalina,Plaza del Pilar
01/03/2024 18:11,01/03/2024 18:20,"8,33",Las Canteras - Luis Morote,Plaza del Pilar
01/03/2024 18:13,01/03/2024 18:19,"6,15",Torre Woermann,Plazoleta de Farray
01/03/2024 18:13,01/03/2024 18:24,"10,80",Plaza de España,Aparcamiento Sanapu
01/03/2024 18:14,01/03/2024 18:20,"5,67",Leon y Castillo,San Telmo
01/03/2024 18:14,01/03/2024 18:27,"12,57",Castillo de Mata (elect.),Plaza de España (elect.)
01/03/2024 18:15,01/03/2024 18:20,"4,52",Leon y Castillo,San Telmo
01/03/2024 18:16,01/03/2024 18:23,"7,05",Plaza de España,C.C. El Muelle
01/03/2024 18:17,01/03/2024 18:37,"20,75",Plazoleta de Farray,Plaza de la feria 
01/03/2024 18:17,01/03/2024 18:23,"5,60",Mercado Central,Torre Las Palmas
01/03/2024 18:18,01/03/2024 18:35,"16,75",Obelisco,C.C. El Muelle
01/03/2024 18:19,01/03/2024 18:45,"26,13",Plaza de la feria ,Plaza del Pilar
01/03/2024 18:23,01/03/2024 18:26,"3,33",Barranquillo Don Zoilo,Paseo de Chil - Av. Escaleritas
01/03/2024 18:24,01/03/2024 18:39,"14,98",Canodromo,Plaza de España (elect.)
01/03/2024 18:26,01/03/2024 18:47,"20,95",Ayuntamiento,Plaza de la feria 
01/03/2024 18:28,01/03/2024 18:37,"8,27",Torre Woermann,Churruca
01/03/2024 18:29,01/03/2024 18:39,"10,83",Canodromo,Plaza de España (elect.)
01/03/2024 18:34,01/03/2024 18:41,"6,50",Parque Santa Catalina,Base Naval
01/03/2024 18:39,01/03/2024 18:43,"4,38",Plaza de la feria ,Leon y Castillo
01/03/2024 18:40,01/03/2024 19:34,"54,73",Plaza de España,Las Canteras - Luis Morote
01/03/2024 18:44,01/03/2024 19:02,"17,95",Churruca,Plazoleta de Farray
01/03/2024 18:44,01/03/2024 18:59,"15,22",Parque Santa Catalina,Obelisco
01/03/2024 18:44,01/03/2024 18:48,"4,50",Plaza OShanahan,Plaza de la feria 
01/03/2024 18:44,01/03/2024 19:00,"15,55",Plaza de España,Plaza de la feria 
01/03/2024 18:45,01/03/2024 18:52,"6,62",Plaza de España,Plaza del Pilar
01/03/2024 18:49,01/03/2024 19:19,"29,23",Torre Woermann,Intermodal El Rincon
01/03/2024 18:51,01/03/2024 18:59,"7,55",Plaza de la feria ,Teatro Perez Galdos
01/03/2024 18:51,01/03/2024 19:09,"17,47",Torre Las Palmas,Castillo de la Luz
01/03/2024 18:52,01/03/2024 18:53,"1,27",Plaza del Pilar,Plaza del Pilar
01/03/2024 18:57,01/03/2024 19:25,"27,50",Plaza Manuel Becerra,San Telmo
01/03/2024 18:58,01/03/2024 19:07,"9,68",Castillo de la Luz,Castillo de la Luz
01/03/2024 18:58,01/03/2024 18:59,"1,40",Aparcamiento Sanapu,Aparcamiento Sanapu
01/03/2024 18:59,01/03/2024 19:03,"3,97",Aparcamiento Sanapu,Parque Santa Catalina
01/03/2024 19:01,01/03/2024 19:09,"8,70",San Cristobal,Plaza San Agustin
01/03/2024 19:01,01/03/2024 19:17,"16,77",Base Naval,Castillo de la Luz
01/03/2024 19:01,01/03/2024 19:17,"16,48",Base Naval,Castillo de la Luz
01/03/2024 19:01,01/03/2024 19:07,"6,43",Plaza del Pilar,Plazoleta de Farray
01/03/2024 19:04,01/03/2024 19:20,"15,28",Leon y Castillo,Base Naval
01/03/2024 19:06,01/03/2024 19:13,"7,27",Teatro Perez Galdos,Leon y Castillo
01/03/2024 19:07,01/03/2024 19:14,"7,65",Oficina de la Sitycleta,Plaza de la feria 
01/03/2024 19:09,01/03/2024 19:15,"6,50",Plazoleta de Farray,Plaza de America
01/03/2024 19:09,01/03/2024 19:17,"7,73",Base Naval,Plaza de America
01/03/2024 19:15,01/03/2024 19:34,"19,87",Base Naval,Castillo de la Luz
01/03/2024 19:17,01/03/2024 19:22,"5,25",Plazoleta de Farray,C.C. El Muelle
01/03/2024 19:18,01/03/2024 19:24,"6,32",San Telmo,Obelisco
01/03/2024 19:19,01/03/2024 19:24,"4,50",Base Naval,Torre Las Palmas
01/03/2024 19:20,01/03/2024 19:24,"4,15",Plaza de la feria ,Plaza OShanahan
01/03/2024 19:21,01/03/2024 19:34,"12,80",Teatro Perez Galdos,Plaza OShanahan
01/03/2024 19:21,01/03/2024 19:34,"12,60",Plaza del Pilar,Parque Santa Catalina
01/03/2024 19:22,01/03/2024 19:34,"11,73",Plaza del Pilar,Parque Santa Catalina
